year,state_abbr,state_fips,state_name,population,population_source_vintage,population_source_url
2019,NV,32,Nevada,3080156,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,NH,33,New Hampshire,1336350,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,NH,33,New Hampshire,1342307,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,NH,33,New Hampshire,1348787,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,NH,33,New Hampshire,1353465,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,NH,33,New Hampshire,1359711,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,NJ,34,New Jersey,8867949,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,NJ,34,New Jersey,8870827,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,NJ,34,New Jersey,8885525,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,NJ,34,New Jersey,8886025,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,NJ,34,New Jersey,8882190,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,NM,35,New Mexico,2089291,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,NM,35,New Mexico,2091630,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,NM,35,New Mexico,2091784,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,NM,35,New Mexico,2092741,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,NM,35,New Mexico,2096829,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,NY,36,New York,19654666,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,NY,36,New York,19633428,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,NY,36,New York,19589572,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,NY,36,New York,19530351,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,NY,36,New York,19453561,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,NC,37,North Carolina,10031646,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,NC,37,North Carolina,10154788,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,NC,37,North Carolina,10268233,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,NC,37,North Carolina,10381615,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,NC,37,North Carolina,10488084,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,ND,38,North Dakota,754066,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,ND,38,North Dakota,754434,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,ND,38,North Dakota,754942,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,ND,38,North Dakota,758080,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,ND,38,North Dakota,762062,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,OH,39,Ohio,11617527,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,OH,39,Ohio,11634370,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,OH,39,Ohio,11659650,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,OH,39,Ohio,11676341,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,OH,39,Ohio,11689100,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,OK,40,Oklahoma,3909500,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,OK,40,Oklahoma,3926331,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,OK,40,Oklahoma,3931316,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,OK,40,Oklahoma,3940235,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,OK,40,Oklahoma,3956971,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,OR,41,Oregon,4015792,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,OR,41,Oregon,4089976,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,OR,41,Oregon,4143625,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,OR,41,Oregon,4181886,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,OR,41,Oregon,4217737,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,PA,42,Pennsylvania,12784826,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,PA,42,Pennsylvania,12782275,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,PA,42,Pennsylvania,12787641,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,PA,42,Pennsylvania,12800922,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,PA,42,Pennsylvania,12801989,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,RI,44,Rhode Island,1056065,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,RI,44,Rhode Island,1056770,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,RI,44,Rhode Island,1055673,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,RI,44,Rhode Island,1058287,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,RI,44,Rhode Island,1059361,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,SC,45,South Carolina,4891938,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,SC,45,South Carolina,4957968,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,SC,45,South Carolina,5021268,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,SC,45,South Carolina,5084156,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,SC,45,South Carolina,5148714,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,SD,46,South Dakota,853988,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,SD,46,South Dakota,862996,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,SD,46,South Dakota,872868,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,SD,46,South Dakota,878698,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,SD,46,South Dakota,884659,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,TN,47,Tennessee,6591170,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,TN,47,Tennessee,6646010,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,TN,47,Tennessee,6708799,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,TN,47,Tennessee,6771631,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,TN,47,Tennessee,6829174,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,TX,48,Texas,27470056,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,TX,48,Texas,27914410,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,TX,48,Texas,28295273,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,TX,48,Texas,28628666,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,TX,48,Texas,28995881,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,UT,49,Utah,2981835,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,UT,49,Utah,3041868,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,UT,49,Utah,3101042,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,UT,49,Utah,3153550,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,UT,49,Utah,3205958,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,VT,50,Vermont,625216,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,VT,50,Vermont,623657,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,VT,50,Vermont,624344,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,VT,50,Vermont,624358,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,VT,50,Vermont,623989,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,VA,51,Virginia,8361808,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,VA,51,Virginia,8410106,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,VA,51,Virginia,8463587,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,VA,51,Virginia,8501286,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,VA,51,Virginia,8535519,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,WA,53,Washington,7163657,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,WA,53,Washington,7294771,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,WA,53,Washington,7423362,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,WA,53,Washington,7523869,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,WA,53,Washington,7614893,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,WV,54,West Virginia,1842050,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,WV,54,West Virginia,1831023,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,WV,54,West Virginia,1817004,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,WV,54,West Virginia,1804291,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,WV,54,West Virginia,1792147,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,WI,55,Wisconsin,5760940,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,WI,55,Wisconsin,5772628,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,WI,55,Wisconsin,5790186,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,WI,55,Wisconsin,5807406,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,WI,55,Wisconsin,5822434,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,WY,56,Wyoming,585613,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,WY,56,Wyoming,584215,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,WY,56,Wyoming,578931,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,WY,56,Wyoming,577601,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,WY,56,Wyoming,578759,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2015,PR,72,Puerto Rico,3473232,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2016,PR,72,Puerto Rico,3406672,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,PR,72,Puerto Rico,3325286,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,PR,72,Puerto Rico,3193354,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,PR,72,Puerto Rico,3193694,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2020,AL,01,Alabama,5032962,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,AL,01,Alabama,5050058,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2022,AL,01,Alabama,5076868,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2023,AL,01,Alabama,5117850,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2024,AL,01,Alabama,5163055,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2025,AL,01,Alabama,5193088,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,AK,02,Alaska,732906,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,AK,02,Alaska,734590,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2022,AK,02,Alaska,733659,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2023,AK,02,Alaska,734654,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2024,AK,02,Alaska,736537,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2025,AK,02,Alaska,737270,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,AZ,04,Arizona,7186647,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,AZ,04,Arizona,7274022,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2022,AZ,04,Arizona,7370065,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2023,AZ,04,Arizona,7452073,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2024,AZ,04,Arizona,7556424,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2025,AZ,04,Arizona,7623818,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,AR,05,Arkansas,3014399,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,AR,05,Arkansas,3027127,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2022,AR,05,Arkansas,3047429,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2023,AR,05,Arkansas,3069856,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2024,AR,05,Arkansas,3096080,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2025,AR,05,Arkansas,3114791,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,CA,06,California,39527808,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,CA,06,California,39152927,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2022,CA,06,California,39125347,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2023,CA,06,California,39181667,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
